Product_id,Review_rating,clean_review,Sentiment
690, 3.0 out of 5 stars, points to ponder,Negative
690, 1.0 out of 5 stars, product detail,Negative
690, 1.0 out of 5 stars, not good,Positive
690, 5.0 out of 5 stars, great choice for long run,Negative
690, 5.0 out of 5 stars, excellent,Positive
690, 1.0 out of 5 stars, bad product delivered,Positive
691,4.0 out of 5 stars,good product,Positive
691, 5.0 out of 5 stars, superb,Negative
691, 1.0 out of 5 stars, torn shoes witjin two months,Negative
691, 5.0 out of 5 stars, very good item,Positive
691, 4.0 out of 5 stars, good,Negative
691, 4.0 out of 5 stars, unsatisfactory adidas mens shoes,Negative
691, 5.0 out of 5 stars, best fit and light weight shoes which can be used for all health fitness activities,Negative
691, 4.0 out of 5 stars, nice product,Negative
691, 5.0 out of 5 stars, nice product,Positive
691, 1.0 out of 5 stars, worstduplicate productdont buy,Negative
692,5.0 out of 5 stars,nc,Negative
692, 1.0 out of 5 stars, plastic shoes,Negative
692, 1.0 out of 5 stars, exchange or return,Negative
692, 5.0 out of 5 stars, looks amazing,Negative
692, 4.0 out of 5 stars, fine product,Positive
692, 5.0 out of 5 stars, i liked it,Positive
692, 2.0 out of 5 stars, not satisfied with the product,Negative
692, 3.0 out of 5 stars, ok no bad product,Positive
692, 4.0 out of 5 stars, excellent ,Positive
692, 1.0 out of 5 stars, wasted,Negative
693,4.0 out of 5 stars,sketchers go walkwans you to really walk more,Negative
693, 2.0 out of 5 stars, i request for replacement after proper quality check,Positive
693, 5.0 out of 5 stars, walk like a breeze,Negative
693, 3.0 out of 5 stars, comfortable but not worth the price,Negative
693, 5.0 out of 5 stars, very good shoes,Negative
693, 5.0 out of 5 stars, good comfortable shoe,Negative
693, 3.0 out of 5 stars, highly comfortable,Positive
693, 1.0 out of 5 stars, little larger than normal limited support from seller,Positive
693, 5.0 out of 5 stars, excellent item,Negative
693, 5.0 out of 5 stars, sketchers men go walk,Positive
694,5.0 out of 5 stars,nice,Negative
694, 4.0 out of 5 stars, best,Positive
694, 4.0 out of 5 stars, good,Positive
695,1.0 out of 5 stars,this product is a fake,Negative
695, 5.0 out of 5 stars, thanku amzon,Negative
695, 5.0 out of 5 stars, verified purchase,Negative
695, 5.0 out of 5 stars, verified purchase,Negative
695, 3.0 out of 5 stars, verified purchase,Positive
696,3.0 out of 5 stars,maintenance,Negative
697,1.0 out of 5 stars,verified purchase,Negative
697, 3.0 out of 5 stars, verified purchase,Negative
697, 4.0 out of 5 stars, verified purchase,Negative
697, 4.0 out of 5 stars, verified purchase,Negative
697, 4.0 out of 5 stars, verified purchase,Negative
697, 4.0 out of 5 stars, verified purchase,Negative
697, 5.0 out of 5 stars, verified purchase,Negative
697, 5.0 out of 5 stars, verified purchase,Negative
697, 5.0 out of 5 stars, verified purchase,Positive
697, 5.0 out of 5 stars, verified purchase,Positive
698,5.0 out of 5 stars,most comfortable shoes by puma,Positive
698, 1.0 out of 5 stars, cant trust the seller dont go for this seller,Positive
698, 5.0 out of 5 stars, i like it,Negative
698, 2.0 out of 5 stars, width wise way too small and really difficult to get your feet in,Negative
698, 5.0 out of 5 stars, light and comfortable,Positive
698, 5.0 out of 5 stars, very very nice product,Negative
698, 5.0 out of 5 stars, amazing product by puma,Positive
698, 5.0 out of 5 stars, perfect,Positive
698, 2.0 out of 5 stars, trust issue with amazon i think the product is duplicate if it is original the quality not justified,Negative
698, 4.0 out of 5 stars, timely delivered,Negative
699,5.0 out of 5 stars,you guys gonna love this product,Negative
699, 5.0 out of 5 stars, adidas lover,Negative
699, 4.0 out of 5 stars, honest review,Positive
699, 4.0 out of 5 stars, good,Negative
699, 1.0 out of 5 stars, its duplicate nd copy,Positive
699, 5.0 out of 5 stars, good shoe good cushioning,Negative
699, 2.0 out of 5 stars, dont purchase it,Negative
699, 4.0 out of 5 stars, loved it,Negative
699, 5.0 out of 5 stars, value for money,Positive
699, 1.0 out of 5 stars, tampered packaging,Positive
700,5.0 out of 5 stars,worth the money,Negative
700, 4.0 out of 5 stars, good shoes awesome traction,Positive
700, 5.0 out of 5 stars, very good,Negative
700, 4.0 out of 5 stars, look dont think twice go for it,Negative
700, 5.0 out of 5 stars, very comfortable,Negative
700, 5.0 out of 5 stars, best till now,Positive
700, 5.0 out of 5 stars, most comfy shoes i have ever purchased,Negative
700, 1.0 out of 5 stars, quality is not good,Negative
700, 4.0 out of 5 stars, good,Negative
700, 5.0 out of 5 stars, really comfortable just go for it,Positive
701,5.0 out of 5 stars,satisfied ,Negative
701, 4.0 out of 5 stars, nice one,Positive
701, 5.0 out of 5 stars, awesome shoes,Positive
701, 5.0 out of 5 stars, it is so comfortable and there no any problem,Negative
701, 5.0 out of 5 stars, only the best,Positive
701, 1.0 out of 5 stars, dont buy,Negative
701, 1.0 out of 5 stars, fake product,Negative
701, 1.0 out of 5 stars, looks gud but ,Positive
701, 5.0 out of 5 stars, trekking or harsh roads nothing for this shoes,Positive
701, 4.0 out of 5 stars, good to received in time im worry about the leather quality,Negative
702,5.0 out of 5 stars,solid product for k,Negative
702, 4.0 out of 5 stars, best in the industry quality,Positive
702, 4.0 out of 5 stars, quality is nice only issue is the shoe is a bit tight ,Positive
702, 4.0 out of 5 stars, first of all its  original quality is good tuff soul and bit heavier due to its soul,Negative
702, 5.0 out of 5 stars, value for  money,Negative
702, 5.0 out of 5 stars, good product go for it,Negative
702, 4.0 out of 5 stars, sturdy shoes a bit on the heavier side compared ,Positive
702, 4.0 out of 5 stars, go by its looks you will start loving it,Positive
702, 1.0 out of 5 stars, dupalicate shoeh,Positive
702, 5.0 out of 5 stars, excellent pair of shoes by adidas after a long time at competitive price,Negative
703,5.0 out of 5 stars,for wide foot go for it,Positive
703, 5.0 out of 5 stars, verified purchase,Positive
703, 1.0 out of 5 stars, verified purchase,Negative
703, 2.0 out of 5 stars, verified purchase,Negative
703, 5.0 out of 5 stars, verified purchase,Negative
703, 5.0 out of 5 stars, verified purchase,Negative
703, 5.0 out of 5 stars, verified purchase,Positive
703, 5.0 out of 5 stars, report abuse,Negative
703, 5.0 out of 5 stars, verified purchase,Negative
703, 5.0 out of 5 stars, verified purchase,Negative
704,4.0 out of 5 stars,report abuse,Positive
704, 1.0 out of 5 stars, verified purchase,Positive
705,5.0 out of 5 stars,comfortable an light weight,Negative
705, 5.0 out of 5 stars, amazing,Positive
705, 5.0 out of 5 stars, comfort smart durable,Positive
705, 5.0 out of 5 stars, kindly arrange a return asap ,Positive
705, 5.0 out of 5 stars, clarks never lets you down as always amazing product ,Negative
706,1.0 out of 5 stars,not a good running shoes,Negative
706, 1.0 out of 5 stars, kind of fake it seems,Negative
706, 2.0 out of 5 stars, worst quality,Negative
706, 5.0 out of 5 stars, very comfortable light perfect as per size,Positive
706, 5.0 out of 5 stars, always good quality from nb,Positive
706, 4.0 out of 5 stars, verified purchase,Negative
706, 5.0 out of 5 stars, report abuse,Positive
706, 5.0 out of 5 stars, report abuse,Negative
706, 4.0 out of 5 stars, verified purchase,Negative
706, 5.0 out of 5 stars, report abuse,Positive
707,3.0 out of 5 stars,hard sole,Positive
707, 1.0 out of 5 stars, fake product,Positive
707, 3.0 out of 5 stars, poor quality,Negative
707, 5.0 out of 5 stars, verified purchase,Negative
707, 2.0 out of 5 stars, verified purchase,Positive
707, 5.0 out of 5 stars, verified purchase,Negative
707, 4.0 out of 5 stars, verified purchase,Positive
708,4.0 out of 5 stars,good shoes missing insole,Negative
708, 4.0 out of 5 stars, shole modium flexible overall good,Positive
708, 4.0 out of 5 stars, very good comport,Positive
708, 5.0 out of 5 stars, very good,Positive
708, 5.0 out of 5 stars, ,Negative
708, 2.0 out of 5 stars, not a comfortable,Negative
708, 5.0 out of 5 stars, awesome,Positive
708, 5.0 out of 5 stars, best best,Positive
708, 5.0 out of 5 stars, awsm,Negative
708, 5.0 out of 5 stars, good product,Negative
709,4.0 out of 5 stars,nice product with this price,Positive
709, 1.0 out of 5 stars, fake,Positive
709, 5.0 out of 5 stars, great product,Negative
709, 1.0 out of 5 stars, worst shoes to play in dont buy them,Negative
709, 4.0 out of 5 stars, unhappy with the packing,Negative
709, 5.0 out of 5 stars, good shoes at right price,Negative
709, 3.0 out of 5 stars, not as expected,Negative
709, 1.0 out of 5 stars, not suitable for running even,Positive
709, 3.0 out of 5 stars, compromised with quality,Positive
709, 5.0 out of 5 stars, value for money,Positive
710,4.0 out of 5 stars,beautiful shoes but toooo old stock,Negative
710, 5.0 out of 5 stars, one leather piece shoe pair wonderful,Negative
710, 5.0 out of 5 stars, good buy,Negative
710, 3.0 out of 5 stars, review,Negative
710, 3.0 out of 5 stars, shoes colour has received different as in photo,Negative
710, 5.0 out of 5 stars, nic product,Negative
710, 4.0 out of 5 stars, super,Negative
710, 5.0 out of 5 stars, quality product,Negative
710, 1.0 out of 5 stars,    ,Negative
710, 5.0 out of 5 stars, excellent,Negative
711,5.0 out of 5 stars,one of the best product of campus,Positive
711, 5.0 out of 5 stars, great shoes,Positive
711, 4.0 out of 5 stars, very nice  comfortable,Negative
711, 5.0 out of 5 stars, comfortable shoes surprised with the air turbo support,Positive
711, 1.0 out of 5 stars, product code doesnt matched,Positive
711, 1.0 out of 5 stars, not same as in photo,Negative
711, 5.0 out of 5 stars, amazing shoes at most economical price pointmade in india,Positive
711, 1.0 out of 5 stars, im not satisfied,Positive
711, 5.0 out of 5 stars, lovely,Positive
711, 5.0 out of 5 stars, worth to buy,Positive
712,4.0 out of 5 stars,worth the buy,Positive
712, 5.0 out of 5 stars, great finished product,Positive
712, 5.0 out of 5 stars, its a luxurious treat,Positive
712, 5.0 out of 5 stars, elegant,Positive
712, 5.0 out of 5 stars, great product finish and fitting,Positive
712, 3.0 out of 5 stars, best shoe in looks except the slow makes sounds,Positive
713,2.0 out of 5 stars,seems to be fake,Positive
713, 5.0 out of 5 stars, must go for it,Negative
713, 1.0 out of 5 stars, very poor product,Positive
713, 2.0 out of 5 stars, looks duplicate,Positive
713, 4.0 out of 5 stars, no foam,Positive
713, 4.0 out of 5 stars, must buy,Negative
713, 1.0 out of 5 stars, many problem shoe,Positive
713, 1.0 out of 5 stars, fake product,Positive
713, 4.0 out of 5 stars, nice and comfortable and definitely not fake,Negative
713, 2.0 out of 5 stars, careful what you order for,Positive
714,1.0 out of 5 stars,wrong color  looks old,Negative
714, 5.0 out of 5 stars, a good buy,Negative
714, 5.0 out of 5 stars, good product,Negative
714, 5.0 out of 5 stars, excellent product,Positive
714, 5.0 out of 5 stars, extremely comfortable pair of shoes,Positive
714, 5.0 out of 5 stars, premium quality  love hush puppies,Positive
714, 5.0 out of 5 stars, excellent shoes,Negative
714, 4.0 out of 5 stars, great buy,Positive
714, 1.0 out of 5 stars, sole fat gya in single use,Positive
714, 5.0 out of 5 stars, nice shoes,Negative
715,3.0 out of 5 stars,size not perfect,Positive
715, 4.0 out of 5 stars, very cool product,Positive
715, 1.0 out of 5 stars, pathetic,Positive
715, 2.0 out of 5 stars, not a good choice from amazon seller,Positive
715, 5.0 out of 5 stars, good quality shoes,Positive
715, 4.0 out of 5 stars, good product,Positive
715, 1.0 out of 5 stars, size not genuine,Positive
715, 1.0 out of 5 stars, wrong product size,Negative
715, 5.0 out of 5 stars, comfortable and perfect size,Positive
715, 5.0 out of 5 stars, good,Negative
716,5.0 out of 5 stars,if your feet number is  you need to take ,Positive
716, 1.0 out of 5 stars, not orginal adidas,Positive
716, 4.0 out of 5 stars, order true to size if available,Positive
716, 5.0 out of 5 stars, very good quality of sports shoes,Negative
716, 5.0 out of 5 stars, not good for broad feet,Positive
716, 4.0 out of 5 stars, very good,Positive
716, 5.0 out of 5 stars, very good,Positive
716, 5.0 out of 5 stars, verified purchase,Positive
716, 5.0 out of 5 stars, verified purchase,Positive
716, 5.0 out of 5 stars, verified purchase,Positive
717,5.0 out of 5 stars,superb,Positive
717, 5.0 out of 5 stars, good,Positive
717, 5.0 out of 5 stars, worth buying,Negative
717, 4.0 out of 5 stars, very nice,Negative
718,1.0 out of 5 stars,not genuine product  fake fake fake,Negative
718, 1.0 out of 5 stars, not worth,Positive
718, 5.0 out of 5 stars, classy shoe,Positive
718, 5.0 out of 5 stars, best in segment,Negative
718, 4.0 out of 5 stars, real leather shoe with leather sole,Positive
719,1.0 out of 5 stars,finding out with security,Negative
719, 4.0 out of 5 stars, not bad,Negative
719, 5.0 out of 5 stars, copa,Negative
719, 5.0 out of 5 stars, very good,Positive
719, 5.0 out of 5 stars, adidas copa ,Negative
719, 5.0 out of 5 stars, good,Positive
720,4.0 out of 5 stars,wrong sizing info,Negative
720, 3.0 out of 5 stars, size wrongly listed,Negative
720, 5.0 out of 5 stars, worth the money,Positive
720, 4.0 out of 5 stars, its good,Negative
720, 4.0 out of 5 stars, comfortable but little small than nike and adidas,Positive
720, 5.0 out of 5 stars, awesome,Negative
720, 5.0 out of 5 stars, nice ,Negative
720, 1.0 out of 5 stars, verified purchase,Positive
720, 5.0 out of 5 stars, verified purchase,Negative
720, 5.0 out of 5 stars, verified purchase,Positive
721,3.0 out of 5 stars,average quality shoe,Positive
721, 1.0 out of 5 stars, fake product,Positive
721, 1.0 out of 5 stars, because not branded thats copy,Negative
722,1.0 out of 5 stars,wrong color received,Positive
722, 4.0 out of 5 stars, good shoes,Positive
722, 5.0 out of 5 stars, very comfortable,Positive
723,5.0 out of 5 stars,satisfied,Positive
723, 4.0 out of 5 stars, i love redchief,Negative
723, 1.0 out of 5 stars, support india,Negative
724,4.0 out of 5 stars,color of the shoes is neon,Positive
724, 5.0 out of 5 stars, value of money ,Positive
724, 5.0 out of 5 stars, tha best,Negative
725,2.0 out of 5 stars,buy from exclusive store only,Negative
725, 5.0 out of 5 stars, awesome,Negative
725, 5.0 out of 5 stars, verified purchase,Negative
725, 5.0 out of 5 stars, verified purchase,Negative
725, 2.0 out of 5 stars, verified purchase,Negative
725, 5.0 out of 5 stars, verified purchase,Positive
725, 5.0 out of 5 stars, verified purchase,Positive
725, 5.0 out of 5 stars, verified purchase,Negative
725, 5.0 out of 5 stars, verified purchase,Positive
725, 5.0 out of 5 stars, report abuse,Negative
726,1.0 out of 5 stars,sole is coming off,Negative
726, 5.0 out of 5 stars, best comfortable,Negative
726, 4.0 out of 5 stars, good,Negative
726, 2.0 out of 5 stars, ,Positive
726, 2.0 out of 5 stars, not upto the expectation,Negative
726, 5.0 out of 5 stars, asics rocks,Negative
726, 4.0 out of 5 stars, good quality shoes,Positive
726, 5.0 out of 5 stars, amazing design of this shoe,Negative
726, 5.0 out of 5 stars, good performance shoe,Positive
726, 4.0 out of 5 stars, old model shoes and smaller size,Positive
727,5.0 out of 5 stars,excellent product,Negative
727, 1.0 out of 5 stars, product review,Positive
727, 4.0 out of 5 stars, awesome,Positive
727, 5.0 out of 5 stars, nice and comfortable,Negative
727, 4.0 out of 5 stars, nice product but came in open packing,Positive
727, 3.0 out of 5 stars, overpriced for the quality and much hoped with digital ads,Positive
727, 5.0 out of 5 stars, suppppprrr nice  paisa vasul material,Positive
727, 5.0 out of 5 stars, great product great price bye dont worry,Positive
727, 4.0 out of 5 stars, good quality,Positive
727, 2.0 out of 5 stars, size fit is not as per expectation a bit larger,Negative
728,5.0 out of 5 stars,original,Positive
728, 4.0 out of 5 stars, good,Negative
729,5.0 out of 5 stars,very good quality and worth buying,Negative
729, 1.0 out of 5 stars, bed,Negative
729, 4.0 out of 5 stars, good,Negative
729, 5.0 out of 5 stars, worth for money,Positive
730,5.0 out of 5 stars,good product,Positive
730, 5.0 out of 5 stars, nice product,Positive
730, 5.0 out of 5 stars, excellent quality,Positive
731,4.0 out of 5 stars,awesome,Negative
731, 1.0 out of 5 stars, wrong fake shoe,Positive
731, 1.0 out of 5 stars, copy fake product dont buy it,Positive
731, 5.0 out of 5 stars, just love it,Negative
731, 5.0 out of 5 stars, fitted and comfortable as expected but gave shoe bites,Positive
731, 5.0 out of 5 stars, fit enough,Negative
731, 5.0 out of 5 stars, happyyy,Positive
731, 5.0 out of 5 stars, good product,Negative
731, 1.0 out of 5 stars, first copy,Negative
731, 5.0 out of 5 stars, value for money,Positive
732,5.0 out of 5 stars,good looking shoe,Positive
732, 3.0 out of 5 stars, good,Positive
732, 5.0 out of 5 stars, good,Negative
732, 5.0 out of 5 stars, nice,Negative
732, 5.0 out of 5 stars, report abuse,Positive
732, 3.0 out of 5 stars, report abuse,Negative
732, 5.0 out of 5 stars, report abuse,Negative
732, 4.0 out of 5 stars, report abuse,Negative
732, 3.0 out of 5 stars, report abuse,Positive
732, 5.0 out of 5 stars, report abuse,Negative
733,1.0 out of 5 stars,fake product,Negative
733, 1.0 out of 5 stars, worst product got rip up,Positive
733, 3.0 out of 5 stars, not comfortable but looks good,Negative
733, 4.0 out of 5 stars, good item,Positive
733, 1.0 out of 5 stars, duplicate and damaged,Negative
733, 4.0 out of 5 stars, not bad,Positive
733, 2.0 out of 5 stars, not good product,Negative
733, 4.0 out of 5 stars, smart comfy shoes,Positive
733, 5.0 out of 5 stars, superb and elegant,Negative
733, 5.0 out of 5 stars, somewhat big,Positive
734,2.0 out of 5 stars,pathetic,Negative
734, 3.0 out of 5 stars, not for regular running persons,Positive
734, 1.0 out of 5 stars, not as good as it reflects in image,Positive
734, 3.0 out of 5 stars, only party shoes,Negative
734, 1.0 out of 5 stars, worst product ever,Positive
734, 1.0 out of 5 stars, not buy,Negative
734, 1.0 out of 5 stars, fake,Positive
734, 1.0 out of 5 stars, it is too small size want to return,Negative
734, 1.0 out of 5 stars, reply,Positive
734, 2.0 out of 5 stars, not good,Positive
735,4.0 out of 5 stars,nice product with this price,Positive
735, 1.0 out of 5 stars, fake,Positive
735, 5.0 out of 5 stars, great product,Negative
735, 1.0 out of 5 stars, worst shoes to play in dont buy them,Positive
735, 4.0 out of 5 stars, unhappy with the packing,Positive
735, 5.0 out of 5 stars, good shoes at right price,Negative
735, 3.0 out of 5 stars, not as expected,Negative
735, 1.0 out of 5 stars, not suitable for running even,Positive
735, 3.0 out of 5 stars, compromised with quality,Negative
735, 5.0 out of 5 stars, value for money,Negative
736,1.0 out of 5 stars,fake product,Positive
736, 1.0 out of 5 stars, worst product got rip up,Negative
736, 3.0 out of 5 stars, not comfortable but looks good,Negative
736, 4.0 out of 5 stars, good item,Negative
736, 1.0 out of 5 stars, duplicate and damaged,Positive
736, 4.0 out of 5 stars, not bad,Positive
736, 2.0 out of 5 stars, not good product,Negative
736, 4.0 out of 5 stars, smart comfy shoes,Negative
736, 5.0 out of 5 stars, superb and elegant,Positive
736, 5.0 out of 5 stars, somewhat big,Negative
737,5.0 out of 5 stars,perfect for those who are seeking comfort and aesthetics altogether,Negative
737, 1.0 out of 5 stars, fake product delevard,Positive
737, 5.0 out of 5 stars, great pair of shoes,Positive
737, 4.0 out of 5 stars, good product,Positive
737, 5.0 out of 5 stars, fantastic quality,Negative
737, 5.0 out of 5 stars, very good value for money,Negative
737, 5.0 out of 5 stars, the most comfortable pair of shoes ive ever worn,Negative
737, 5.0 out of 5 stars, good deal,Positive
737, 4.0 out of 5 stars, good product for running ,Positive
737, 5.0 out of 5 stars, comfortable shoes in all ways,Negative
738,5.0 out of 5 stars,good product,Positive
738, 5.0 out of 5 stars, nice product,Negative
738, 5.0 out of 5 stars, excellent quality,Negative
739,2.0 out of 5 stars,its copy product,Positive
739, 3.0 out of 5 stars, not real woodland as i am used to wear,Positive
739, 5.0 out of 5 stars, awesome ,Negative
739, 5.0 out of 5 stars, dabang look bnta hi bro,Positive
739, 5.0 out of 5 stars, perfect product,Negative
739, 5.0 out of 5 stars, woodland shoes,Negative
739, 5.0 out of 5 stars, i am happy ,Negative
739, 5.0 out of 5 stars, u can give original image product evry time,Positive
739, 3.0 out of 5 stars, update product image for more information about the item,Negative
739, 4.0 out of 5 stars, ok,Positive
740,5.0 out of 5 stars,good looking shoe,Positive
740, 3.0 out of 5 stars, good,Positive
740, 5.0 out of 5 stars, good,Negative
740, 5.0 out of 5 stars, nice,Positive
740, 5.0 out of 5 stars, report abuse,Negative
740, 3.0 out of 5 stars, report abuse,Negative
740, 5.0 out of 5 stars, report abuse,Positive
740, 4.0 out of 5 stars, report abuse,Negative
740, 3.0 out of 5 stars, report abuse,Positive
740, 5.0 out of 5 stars, report abuse,Negative
741,2.0 out of 5 stars,pathetic,Positive
741, 3.0 out of 5 stars, not for regular running persons,Negative
741, 1.0 out of 5 stars, not as good as it reflects in image,Positive
741, 3.0 out of 5 stars, only party shoes,Positive
741, 1.0 out of 5 stars, worst product ever,Negative
741, 1.0 out of 5 stars, not buy,Positive
741, 1.0 out of 5 stars, fake,Negative
741, 1.0 out of 5 stars, it is too small size want to return,Positive
741, 1.0 out of 5 stars, reply,Negative
741, 2.0 out of 5 stars, not good,Negative
742,2.0 out of 5 stars,its copy product,Negative
742, 3.0 out of 5 stars, not real woodland as i am used to wear,Negative
742, 5.0 out of 5 stars, awesome ,Positive
742, 5.0 out of 5 stars, dabang look bnta hi bro,Negative
742, 5.0 out of 5 stars, perfect product,Negative
742, 5.0 out of 5 stars, woodland shoes,Negative
742, 5.0 out of 5 stars, i am happy ,Positive
742, 5.0 out of 5 stars, u can give original image product evry time,Negative
742, 3.0 out of 5 stars, update product image for more information about the item,Negative
742, 4.0 out of 5 stars, ok,Positive
743,2.0 out of 5 stars,pathetic,Negative
743, 3.0 out of 5 stars, not for regular running persons,Negative
743, 1.0 out of 5 stars, not as good as it reflects in image,Negative
743, 3.0 out of 5 stars, only party shoes,Negative
743, 1.0 out of 5 stars, worst product ever,Positive
743, 1.0 out of 5 stars, not buy,Positive
743, 1.0 out of 5 stars, fake,Positive
743, 1.0 out of 5 stars, it is too small size want to return,Negative
743, 1.0 out of 5 stars, reply,Positive
743, 2.0 out of 5 stars, not good,Positive
744,5.0 out of 5 stars,excellent pair of formal shoes,Positive
744, 5.0 out of 5 stars, go for it,Negative
744, 3.0 out of 5 stars, nice but tight,Positive
744, 1.0 out of 5 stars, both are thugs,Positive
744, 1.0 out of 5 stars, poor quality from bata,Positive
744, 5.0 out of 5 stars, nice product,Positive
744, 4.0 out of 5 stars, got what i bought,Positive
744, 2.0 out of 5 stars, nothing special,Positive
744, 5.0 out of 5 stars, too big,Positive
744, 5.0 out of 5 stars, good quality original product,Negative
745,4.0 out of 5 stars,my most comfortable formal shoes till date,Positive
745, 5.0 out of 5 stars, worth every penny,Positive
745, 1.0 out of 5 stars, used product got delivered,Negative
745, 5.0 out of 5 stars, comfortable shoe,Positive
745, 3.0 out of 5 stars, i do have same shoes in tan colour and in comparison to that the blue one is bit disappointing,Negative
745, 5.0 out of 5 stars, its amazing,Negative
745, 5.0 out of 5 stars, ultimately comfortable,Negative
746,5.0 out of 5 stars,awesome,Negative
746, 5.0 out of 5 stars, reebok sure fit,Negative
746, 5.0 out of 5 stars, as expected,Positive
746, 4.0 out of 5 stars, genuine,Positive
746, 5.0 out of 5 stars, nice,Negative
746, 5.0 out of 5 stars, good,Positive
746, 1.0 out of 5 stars, size,Positive
746, 5.0 out of 5 stars, good,Negative
746, 5.0 out of 5 stars, pod,Positive
746, 4.0 out of 5 stars, verified purchase,Positive
747,5.0 out of 5 stars,report abuse,Positive
747, 4.0 out of 5 stars, verified purchase,Negative
747, 5.0 out of 5 stars, verified purchase,Positive
747, 5.0 out of 5 stars, verified purchase,Positive
747, 5.0 out of 5 stars, verified purchase,Positive
747, 5.0 out of 5 stars, report abuse,Positive
748,1.0 out of 5 stars,sub standard and no quality check by the sender,Negative
748, 5.0 out of 5 stars, perfect,Negative
748, 1.0 out of 5 stars, got cheated with this,Negative
748, 5.0 out of 5 stars, best shoes,Positive
748, 5.0 out of 5 stars, amazing product,Negative
748, 5.0 out of 5 stars, excellent,Negative
748, 1.0 out of 5 stars, seems like st copy,Positive
748, 1.0 out of 5 stars, damaged packing with no amazon invoice in the box,Negative
748, 5.0 out of 5 stars, excellent product and delivery,Negative
748, 5.0 out of 5 stars, worst product given,Negative
749,5.0 out of 5 stars,value for money,Positive
749, 2.0 out of 5 stars, durability poor,Negative
749, 5.0 out of 5 stars, brilliant product,Negative
749, 5.0 out of 5 stars, nice shoes,Negative
749, 5.0 out of 5 stars, better one,Negative
749, 5.0 out of 5 stars, good product,Positive
749, 2.0 out of 5 stars, wrong colour delivered,Positive
749, 4.0 out of 5 stars, good,Positive
750,5.0 out of 5 stars,great shoes for casual wear and sports,Negative
750, 1.0 out of 5 stars, fake shoes,Positive
750, 5.0 out of 5 stars, good,Negative
750, 4.0 out of 5 stars, three stars,Positive
750, 4.0 out of 5 stars, good ,Negative
750, 1.0 out of 5 stars, not good,Negative
750, 5.0 out of 5 stars, ,Positive
750, 5.0 out of 5 stars, best in quality,Positive
750, 5.0 out of 5 stars, best black sneaker by reebok,Negative
750, 1.0 out of 5 stars, not recommended,Positive
751,5.0 out of 5 stars,awesome,Negative
751, 5.0 out of 5 stars, reebok sure fit,Positive
751, 5.0 out of 5 stars, as expected,Positive
751, 4.0 out of 5 stars, genuine,Positive
751, 5.0 out of 5 stars, nice,Positive
751, 5.0 out of 5 stars, good,Negative
751, 1.0 out of 5 stars, size,Positive
751, 5.0 out of 5 stars, good,Positive
751, 5.0 out of 5 stars, pod,Positive
751, 4.0 out of 5 stars, verified purchase,Positive
752,5.0 out of 5 stars,its clarks what more to say,Positive
752, 2.0 out of 5 stars, this is not not imported  made in india and sole is not good  hard heavy and infexible,Negative
752, 5.0 out of 5 stars, great product,Negative
752, 5.0 out of 5 stars, excellent product,Negative
752, 4.0 out of 5 stars, review,Negative
752, 5.0 out of 5 stars, excellent fit and quality,Positive
752, 4.0 out of 5 stars, good,Negative
752, 2.0 out of 5 stars, must tag a piece of leather sample,Positive
752, 5.0 out of 5 stars, tan color is amazing in clarkone of the best show company,Positive
752, 3.0 out of 5 stars, good and comfortable,Positive
753,4.0 out of 5 stars,my most comfortable formal shoes till date,Negative
753, 5.0 out of 5 stars, worth every penny,Negative
753, 1.0 out of 5 stars, used product got delivered,Positive
753, 5.0 out of 5 stars, comfortable shoe,Positive
753, 3.0 out of 5 stars, i do have same shoes in tan colour and in comparison to that the blue one is bit disappointing,Negative
753, 5.0 out of 5 stars, its amazing,Negative
753, 5.0 out of 5 stars, ultimately comfortable,Negative
754,4.0 out of 5 stars,my most comfortable formal shoes till date,Negative
754, 5.0 out of 5 stars, worth every penny,Negative
754, 1.0 out of 5 stars, used product got delivered,Negative
754, 5.0 out of 5 stars, comfortable shoe,Positive
754, 3.0 out of 5 stars, i do have same shoes in tan colour and in comparison to that the blue one is bit disappointing,Positive
754, 5.0 out of 5 stars, its amazing,Negative
754, 5.0 out of 5 stars, ultimately comfortable,Positive
755,1.0 out of 5 stars,lower sole worst upper part ok good for  rupees,Negative
755, 5.0 out of 5 stars, good quality at reasonable price point,Positive
755, 4.0 out of 5 stars, looks good,Positive
755, 1.0 out of 5 stars, duplicate product,Negative
755, 1.0 out of 5 stars, not good quality product,Positive
755, 1.0 out of 5 stars, replay,Negative
755, 5.0 out of 5 stars, great products ,Negative
755, 1.0 out of 5 stars, fake,Negative
755, 1.0 out of 5 stars, good,Negative
755, 1.0 out of 5 stars, fakeduplicate product,Positive
756,5.0 out of 5 stars,as light as a dove feather,Negative
757,5.0 out of 5 stars,nike flex rn ,Negative
757, 1.0 out of 5 stars, local product,Positive
757, 1.0 out of 5 stars, great looking shoe but ankle is covered with cloth only,Positive
757, 3.0 out of 5 stars, need to be improve the pasting quality,Positive
757, 5.0 out of 5 stars, indepth analysis,Positive
757, 5.0 out of 5 stars, great fit,Negative
757, 5.0 out of 5 stars, very good shoes,Positive
757, 1.0 out of 5 stars, the sole has cracks you can see your sole,Negative
757, 4.0 out of 5 stars, all ok,Negative
757, 3.0 out of 5 stars, genuine but uncomfortable for wide feet,Negative
